BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT TO NOW,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
3,133,07,6,0,2705,5022,112,2,C2,0
3,133,07,6,0,3600,5184,34,2,C2,0
3,133,07,6,0,3600,5184,34,2,C2,0
3,133,07,6,0,2671,4398,86,2,C2,130000
3,133,07,8,0,2671,6916,111,2,C1,1600000
3,133,07,8,0,2671,6916,111,2,C1,1625000
3,133,07,6,0,2003,3771,100,2,C2,0
3,133,07,4,0,2003,4400,111,2,C3,1400000
3,133,07,14,0,2840,13000,93,2,C1,0
3,133,07,4,0,2504,3200,93,2,C3,1450000
3,133,07,6,0,2504,4125,86,2,C2,0
3,133,07,7,0,5008,11556,2,2,C1,0
3,133,07,6,0,2504,3600,93,2,C2,1300000
3,133,07,6,0,2504,4500,82,2,C2,910000
3,133,07,4,0,2504,2700,102,2,C3,999000
3,133,07,4,1,2496,2690,82,2,C4,0
3,133,07,6,0,2504,4125,82,2,C2,1400000
3,133,07,4,0,2538,3280,86,2,C3,900000
3,133,07,4,0,2504,5200,107,2,C3,1640000
3,133,07,6,0,2504,4980,90,2,C2,525000
3,133,07,8,0,3005,7048,94,2,C1,0
3,133,07,6,0,2700,4455,86,2,C2,1650000
3,133,07,6,0,2048,5100,106,2,C2,10
3,133,07,16,0,4800,16512,105,2,C1,0
3,133,07,4,0,2500,3120,94,2,C3,1500000
3,133,08,25,0,9550,27648,107,2,D5,0
3,133,08,25,0,9550,27648,107,2,D5,0
3,133,08,45,0,10017,45800,89,2,D5,11030921
3,133,08,45,0,10017,45800,89,2,D5,0
3,133,08,38,0,12200,35563,106,2,D5,0
3,133,08,38,0,12200,35563,106,2,D5,0
3,133,09,0,0,0,0,28,2,C6,0
3,133,09,0,0,0,0,105,2,C6,305000
3,133,09,0,0,0,0,103,2,C6,594000
3,133,09,0,0,0,0,103,2,C6,550000
3,133,09,0,0,0,0,103,2,C6,525000
3,133,09,0,0,0,0,103,2,C6,650000
3,133,09,0,0,0,0,103,2,C6,655000
3,133,09,0,0,0,0,103,2,C6,510000
3,133,09,0,0,0,0,93,2,C6,395000
3,133,09,0,0,0,0,93,2,C6,0
3,133,09,0,0,0,0,93,2,C6,596000
3,133,09,0,0,0,0,93,2,C6,0
3,133,09,0,0,0,0,93,2,C6,355000
3,133,09,0,0,0,0,111,2,C6,600000
3,133,09,0,0,0,0,90,2,C6,510000
3,133,09,0,0,0,0,90,2,C6,515000
3,133,09,0,0,0,0,90,2,C6,400000
3,133,09,0,0,0,0,90,2,C6,560000
3,133,09,0,0,0,0,96,2,C6,410000
3,133,09,0,0,0,0,92,2,C6,575000
3,133,09,0,0,0,0,93,2,C6,0
3,133,09,0,0,0,0,93,2,C6,423000
3,133,09,0,0,0,0,93,2,C6,55000
3,133,09,0,0,0,0,93,2,C6,0
3,133,09,0,0,0,0,93,2,C6,533280
3,133,09,0,0,0,0,93,2,C6,607000
3,133,09,0,0,0,0,93,2,C6,650000
3,133,09,0,0,0,0,93,2,C6,0
3,133,09,0,0,0,0,93,2,C6,261000
3,133,09,0,0,0,0,101,2,C6,578000
3,133,09,0,0,0,0,96,2,C6,550000
3,133,09,0,0,0,0,96,2,C6,0
3,133,09,0,0,0,0,89,2,C6,0
3,133,09,0,0,0,0,91,2,C6,300000
3,133,09,0,0,0,0,91,2,C6,300000
3,133,12,1,0,0,0,111,2,R2,0
3,133,12,1,0,0,0,86,2,R2,325000
3,133,12,1,0,0,0,117,2,R2,0
3,133,12,1,0,0,0,117,2,R2,580000
3,133,12,1,0,0,0, -  ,2,R2,0
3,133,12,1,0,0,0, -  ,2,R2,1150000
3,133,12,1,0,0,0, -  ,2,R2,799000
3,133,12,1,0,0,0,11,2,R2,0
3,133,12,1,0,0,0,11,2,R2,800000
3,133,13,1,0,0,0,10,2,R4,343400
3,133,13,1,0,0,0,4,2,R4,829873
3,133,13,1,0,0,0,4,2,R4,1160805
3,133,13,1,0,0,0,10,2,R4,10
3,133,13,1,0,0,0, -  ,2,R4,712775
3,133,13,1,0,0,0, -  ,2,R4,550000
3,133,13,1,0,0,0, -  ,2,R4,690000
3,133,13,1,0,0,0, -  ,2,R4,354900
3,133,13,1,0,0,0,9,2,R4,670000
3,133,13,1,0,0,0,9,2,R4,0
3,133,13,1,0,0,0,9,2,R4,600000
3,133,13,1,0,0,0, -  ,2,R4,10
3,133,13,1,0,0,0,6,2,R4,460000
3,133,13,1,0,0,0, -  ,2,R4,500000
3,133,13,1,0,0,0, -  ,2,R4,565000
3,133,13,1,0,0,0, -  ,2,R4,520000
3,133,13,1,0,0,0, -  ,2,R4,430000
3,133,13,1,0,0,0,8,2,R4,320000
3,133,13,1,0,0,0,10,2,R4,600000
3,133,13,1,0,0,0, -  ,2,R4,685000
3,133,13,1,0,0,0,13,2,R4,965000
3,133,13,1,0,0,0,15,2,R4,560000
3,133,13,1,0,0,0,8,2,R4,420000
3,133,13,1,0,0,0,27,2,R4,0
3,133,13,1,0,0,0,27,2,R4,281000
3,133,13,1,0,0,0,27,2,R4,370000
3,133,13,1,0,0,0,27,2,R4,304000
3,133,13,1,0,0,0,27,2,R4,420000
3,133,13,1,0,0,0,27,2,R4,405000
3,133,14,4,1,1613,3900,77,2,S4,2000000
3,133,14,4,2,2587,4000,92,2,S9,950000
3,133,14,4,2,1875,4125,87,2,S9,0
3,133,14,4,2,1875,4125,87,2,S9,2175000
3,133,14,6,2,2683,6868,106,2,S9,0
3,133,14,6,2,2650,6784,106,2,S9,0
3,133,14,4,1,2517,6795,96,2,S4,0
3,133,14,4,1,2028,3919,87,2,S4,0
3,133,14,6,2,2200,6076,92,2,S9,0
3,133,14,5,1,1950,4458,91,2,S5,2200000
3,133,14,2,2,1725,5118,86,2,S9,0
3,133,14,3,2,1815,5748,86,2,S9,0
3,133,14,6,2,5000,5700,86,2,S9,0
3,133,14,2,2,2517,2643,86,2,S9,0
3,133,14,4,1,2003,4080,92,2,S4,0
3,133,14,5,1,2337,5850,115,2,S5,0
3,133,14,5,1,2362,2945,72,2,S5,0
3,133,14,3,1,1600,3000,86,2,S3,0
3,133,14,6,3,2517,7803,86,2,S9,0
3,133,14,6,2,2667,6707,86,2,S9,2370000
3,133,14,2,2,1610,4800,118,2,S9,400000
3,133,14,4,2,1430,3922,82,2,S9,2300000
3,133,14,4,1,1560,3914,86,2,S4,0
3,133,14,5,2,1600,3480,86,2,S9,0
3,133,15,1,0,0,0,13,2,R1,838500
3,133,15,1,0,0,0,13,2,R1,625000
3,133,15,1,0,0,0,13,2,R1,0
3,133,15,1,0,0,0, -  ,2,R1,997000
3,133,15,1,0,0,0,2,2,R1,1200000
3,133,15,1,0,0,0,2,2,R1,950000
3,133,15,1,0,0,0,2,2,R1,950000
3,133,15,1,0,0,0,2,2,R1,1220000
3,133,15,1,0,0,0, -  ,2,R1,810000
3,133,15,1,0,0,0, -  ,2,R1,787500
3,133,15,1,0,0,0,10,2,R1,560037
3,133,15,1,0,0,0,10,2,R1,605858
3,133,15,1,0,0,0,10,2,R1,626223
3,133,15,1,0,0,0,10,2,R1,626223
3,133,15,1,0,0,0,10,2,R1,672045
3,133,15,1,0,0,0,10,2,R1,941881
3,133,15,1,0,0,0, -  ,2,R1,490000
3,133,15,1,0,0,0, -  ,2,R1,0
3,133,15,1,0,0,0, -  ,2,R1,475000
3,133,15,1,0,0,0,11,2,R1,430000
3,133,15,1,0,0,0,3,2,R1,499000
3,133,15,1,0,0,0,10,2,R1,323000
3,133,15,1,0,0,0,12,2,R1,655000
3,133,15,1,0,0,0,12,2,R1,0
3,133,15,1,0,0,0,12,2,R1,0
3,133,15,1,0,0,0,15,2,R1,885000
3,133,15,1,0,0,0,12,2,R1,1162500
3,133,15,1,0,0,0,12,2,R1,0
3,133,15,0,0,0,0, -  ,2,R1,1508641
3,133,15,1,0,0,0,2,2,R1,941000
3,133,15,1,0,0,0,2,2,R1,935000
3,133,15,1,0,0,0,2,2,R1,1425550
3,133,15,1,0,0,0,2,2,R1,1450000
3,133,15,1,0,0,0,2,2,R1,1240000
3,133,15,1,0,0,0,2,2,R1,1308451
3,133,15,1,0,0,0,2,2,R1,1275000
3,133,15,1,0,0,0,2,2,R1,1323725
3,133,15,1,0,0,0,2,2,R1,2107777
3,133,15,1,0,0,0,11,2,R1,975000
3,133,15,1,0,0,0,11,2,R1,950000
3,133,15,1,0,0,0,13,2,R1,550000
3,133,15,1,0,0,0, -  ,2,R1,1200000
3,133,15,1,0,0,0,10,2,R1,0
3,133,15,1,0,0,0,11,2,R1,406614
3,133,15,1,0,0,0,91,2,R1,0
3,133,15,1,0,0,0,91,2,R1,0
3,133,15,1,0,0,0, -  ,2,R1,820000
3,133,15,1,0,0,0,7,2,R1,610000
3,133,16,0,1,0,0,8,2,R8,0
3,133,16,0,1,0,0,8,2,R8,1398000
3,133,16,0,1,0,0,3,2,R8,0
3,133,16,0,1,0,0,3,2,R8,0
3,133,21,0,4,1608,3800,86,4,O7,2600000
3,133,21,0,1,2504,1600,93,4,O2,1500000
3,133,22,0,1,2504,2500,42,4,K1,0
3,133,22,0,1,14375,2750,44,4,K5,0
3,133,22,0,3,5000,2000,86,4,K1,5500000
3,133,27,0,1,5075,10000,63,4,F5,3300000
3,133,27,0,2,2504,4875,25,4,F5,0
3,133,27,1,1,2504,3014,107,4,F9,400000
3,133,27,0,1,2504,3250,86,4,F4,0
3,133,27,0,1,10017,10810,86,4,F5,3800000
3,133,27,0,1,900,2544,19,4,F4,0
3,133,27,0,1,12521,12500,91,4,F4,5000000
3,133,27,0,4,20000,19916,86,4,F4,9900000
3,133,29,0,1,2504,2500,61,4,G2,1000000
3,133,29,0,1,5487,1260,54,4,G2,6180000
3,133,29,0,1,2654,1210,54,4,G2,3300000
3,133,29,0,0,1644,0, -  ,4,G7,815000
3,133,29,0,0,1512,0, -  ,4,G7,0
3,133,29,0,1,11019,4814,43,4,G2,0
3,133,30,0,1,2003,920,72,4,E1,0
3,133,30,0,1,2504,1000,95,4,E9,865000
3,133,30,0,1,2504,1000,95,4,E9,0
3,133,32,0,1,10016,18752,25,4,I5,0
3,133,43,0,0,0,0,7,4,RB,0
3,133,43,0,0,0,0, -  ,4,RB,0
3,133,44,0,0,0,0,4,4,RP,0
3,133,44,0,0,0,0,6,4,RP,20000
3,133,44,0,0,0,0,11,4,RG,46000
3,133,44,0,0,0,0,11,4,RG,0
3,133,44,0,0,0,0,11,4,RG,25000
3,133,44,0,0,0,0,11,4,RG,32000
3,133,44,0,0,0,0,11,4,RG,23000
3,133,44,0,0,0,0,11,4,RG,20000
3,133,44,0,0,0,0,11,4,RG,40000
3,133,44,0,0,0,0,11,4,RG,0
3,133,44,0,0,0,0,11,4,RG,0
3,133,44,0,0,0,0, -  ,4,RG,0
3,133,44,0,0,0,0,13,4,RP,0
3,133,44,0,0,0,0,11,4,RP,0
3,133,44,0,0,0,0,15,4,RG,0
3,133,46,0,0,0,0,7,4,RK,0
3,134,01,1,0,2100,3375,118,1,A9,0
3,134,01,1,0,3572,4362,1,1,A1,0
3,134,02,2,0,2000,2720,116,1,B9,0
3,134,02,2,0,1720,2480,118,1,B9,0
3,134,02,2,0,2000,3240,86,1,B2,0
3,134,02,2,0,2000,2400,116,1,B9,542000
3,134,02,2,0,2042,2400,118,1,B9,1000
3,134,02,2,0,1225,1890,118,1,B9,990000
3,134,02,2,0,2025,2800,118,1,B9,0
3,134,02,2,0,1950,2600,118,1,B9,0
3,134,02,2,1,1232,2336,86,1,S2,0
3,134,02,2,1,3000,10280,42,1,S2,0
3,134,02,2,0,1900,2460,118,1,B3,0
3,134,02,2,0,1900,2460,118,1,B3,0
3,134,02,2,0,2000,2484,118,1,B9,0
3,134,02,2,0,1950,2430,118,1,B9,10
3,134,02,2,0,2060,2565,77,1,B9,1200000
3,134,02,2,1,1600,3600,86,1,S2,0
3,134,02,2,0,1800,2606,118,1,B9,600000
3,134,03,3,0,1066,4950,22,1,C0,0
3,134,03,3,0,3350,5325,32,1,C0,0
3,134,03,3,0,1411,2584,107,1,C0,0
3,134,03,3,0,1200,3600,118,1,C0,2400000
3,134,03,3,0,1600,3200,107,1,C0,0
3,134,03,3,0,1600,3200,107,1,C0,0
3,134,03,3,0,2000,3360,118,1,C0,0
3,134,03,3,0,2200,5280,118,1,C0,0
3,134,03,3,0,1320,3040,118,1,C0,0
3,134,03,3,0,1967,4560,118,1,C0,0
3,134,03,3,0,1700,3280,116,1,C0,481650
3,134,03,3,0,1780,2604,118,1,C0,0
3,134,03,3,0,2090,3136,118,1,C0,0
3,134,03,3,0,2090,3136,118,1,C0,1750000
3,134,03,3,0,1934,3904,118,1,C0,1750000
3,134,03,3,0,1200,3200,118,1,C0,1725000
3,134,03,3,0,1540,2800,102,1,C0,496860
3,134,03,3,0,2083,3360,116,1,C0,0
3,134,03,3,0,1600,2700,118,1,C0,0
3,134,03,3,0,1627,3360,118,1,C0,1550000
3,134,03,3,0,2017,3296,118,1,C0,0
3,134,03,3,0,2017,3200,118,1,C0,0
3,134,03,3,0,2017,3300,118,1,C0,0
3,134,03,3,0,2017,3300,112,1,C0,0
3,134,03,3,0,1600,2700,118,1,C0,0
3,134,03,3,0,2000,2280,107,1,C0,0
3,134,03,3,0,2000,2280,107,1,C0,0
3,134,03,3,0,3600,5940,31,1,C0,0
3,134,03,3,0,1918,4400,23,1,C0,0
3,134,04,1,0,0,0,37,1,R6,0
3,134,04,1,0,0,0,37,1,R6,0
3,134,04,1,0,0,0,25,1,R3,0
3,134,04,1,0,0,0, -  ,1,R3,700000
3,134,04,1,0,0,0, -  ,1,R3,0
3,134,04,1,0,0,0, -  ,1,R6,200000
3,134,04,1,0,0,0,97,1,R6,10
3,134,04,1,0,0,0,107,1,R6,0
3,134,04,1,0,0,0,107,1,R6,999000
3,134,04,1,0,0,0, -  ,1,R6,284000
3,134,04,1,0,0,0, -  ,1,R3,200000
3,134,04,1,0,0,0, -  ,1,R3,499000
3,134,04,1,0,0,0,5,1,R6,995000
3,134,04,1,0,0,0,7,1,R6,800000
3,134,05,0,0,2000,0, -  ,1,V0,0
3,134,07,4,0,1800,3000,107,2,C3,0
3,134,07,5,0,1875,3450,107,2,C2,0
3,134,07,4,0,1875,3000,107,2,C3,0
3,134,07,4,0,2000,3296,77,2,C3,0
3,134,07,4,0,1500,2784,112,2,C3,1750000
3,134,07,4,0,1667,1900,117,2,C3,0
3,134,07,4,0,1625,2600,86,2,C3,0
3,134,07,4,0,1625,2600,86,2,C3,0
3,134,07,4,0,2233,4312,116,2,C3,0
3,134,07,8,0,2360,7104,86,2,C1,0
3,134,07,4,0,2200,3300,86,2,C3,0
3,134,07,4,0,2017,2400,86,2,C3,0
3,134,07,10,2,4100,6930,86,2,C7,3500000
3,134,07,9,0,2360,7200,86,2,C1,453000
3,134,07,6,0,3000,5400,86,2,C2,0
3,134,07,6,0,3000,4950,86,2,C2,3704000
3,134,07,4,0,2000,4560,86,2,C3,0
3,134,11,1,0,0,0,3,2,RR,0
3,134,12,1,0,0,0, -  ,2,R2,0
3,134,12,1,0,0,0, -  ,2,R2,0
3,134,12,1,0,0,0, -  ,2,R2,0
3,134,12,1,0,0,0, -  ,2,R2,507000
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0,16,2,R4,490000
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0,16,2,R4,510000
3,134,13,1,0,0,0, -  ,2,R4,790000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,540000
3,134,13,1,0,0,0, -  ,2,R4,250000
3,134,13,1,0,0,0, -  ,2,R4,350000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0,18,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,500000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0,11,2,R4,0
3,134,13,1,0,0,0,11,2,R4,0
3,134,13,1,0,0,0,10,2,R4,0
3,134,13,1,0,0,0,10,2,R4,0
3,134,13,1,0,0,0,11,2,R4,309270
3,134,13,1,0,0,0,11,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0,75,2,R4,470000
3,134,13,1,0,0,0,75,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,575000
3,134,13,1,0,0,0,15,2,R4,585292
3,134,13,1,0,0,0,15,2,R4,375000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0,16,2,R4,526050
3,134,13,1,0,0,0,15,2,R4,435000
3,134,13,1,0,0,0,15,2,R4,0
3,134,13,1,0,0,0,15,2,R4,0
3,134,13,1,0,0,0,19,2,R4,0
3,134,13,1,0,0,0,19,2,R4,0
3,134,13,1,0,0,0,4,2,R4,1463000
3,134,13,1,0,0,0,4,2,R4,763830
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,821640
3,134,13,1,0,0,0,4,2,R4,773870
3,134,13,1,0,0,0,4,2,R4,836634
3,134,13,1,0,0,0,4,2,R4,763830
3,134,13,1,0,0,0,4,2,R4,821640
3,134,13,1,0,0,0,4,2,R4,763830
3,134,13,1,0,0,0,4,2,R4,821640
3,134,13,1,0,0,0,4,2,R4,763830
3,134,13,1,0,0,0,4,2,R4,721640
3,134,13,1,0,0,0,4,2,R4,664281
3,134,13,1,0,0,0,4,2,R4,676900
3,134,13,1,0,0,0,4,2,R4,847710
3,134,13,1,0,0,0,4,2,R4,836870
3,134,13,1,0,0,0,4,2,R4,589485
3,134,13,1,0,0,0,4,2,R4,563601
3,134,13,1,0,0,0,4,2,R4,578920
3,134,13,1,0,0,0,4,2,R4,563601
3,134,13,1,0,0,0,4,2,R4,589485
3,134,13,1,0,0,0,4,2,R4,553500
3,134,13,1,0,0,0,4,2,R4,578920
3,134,13,1,0,0,0,4,2,R4,589485
3,134,13,1,0,0,0,4,2,R4,476000
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,507025
3,134,13,1,0,0,0,4,2,R4,999000
3,134,13,1,0,0,0,4,2,R4,730120
3,134,13,1,0,0,0,4,2,R4,736360
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,730210
3,134,13,1,0,0,0,4,2,R4,736360
3,134,13,1,0,0,0,4,2,R4,736360
3,134,13,1,0,0,0,4,2,R4,743536
3,134,13,1,0,0,0,4,2,R4,577690
3,134,13,1,0,0,0,4,2,R4,736360
3,134,13,1,0,0,0,4,2,R4,781000
3,134,13,1,0,0,0,4,2,R4,743536
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,577690
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,746853
3,134,13,1,0,0,0,4,2,R4,0
3,134,13,1,0,0,0,4,2,R4,525000
3,134,13,1,0,0,0,4,2,R4,525000
3,134,13,1,0,0,0,9,2,R4,430000
3,134,13,1,0,0,0,10,2,R4,0
3,134,13,1,0,0,0,10,2,R4,800000
3,134,13,1,0,0,0,10,2,R4,550000
3,134,13,1,0,0,0,10,2,R4,550000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,915000
3,134,13,1,0,0,0, -  ,2,R4,890968
3,134,13,1,0,0,0, -  ,2,R4,865512
3,134,13,1,0,0,0, -  ,2,R4,850000
3,134,13,1,0,0,0, -  ,2,R4,865512
3,134,13,1,0,0,0, -  ,2,R4,865512
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,800000
3,134,13,1,0,0,0, -  ,2,R4,865512
3,134,13,1,0,0,0, -  ,2,R4,925000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,800000
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,800000
3,134,13,1,0,0,0, -  ,2,R4,865512
3,134,13,1,0,0,0, -  ,2,R4,805000
3,134,13,1,0,0,0,14,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,500000
3,134,13,1,0,0,0,7,2,R4,712775
3,134,13,1,0,0,0,7,2,R4,499000
3,134,13,1,0,0,0,7,2,R4,712775
3,134,13,1,0,0,0,7,2,R4,600000
3,134,13,1,0,0,0,7,2,R4,600000
3,134,13,1,0,0,0,7,2,R4,699750
3,134,13,1,0,0,0,7,2,R4,460500
3,134,13,1,0,0,0,7,2,R4,587625
3,134,13,1,0,0,0,7,2,R4,697125
3,134,13,1,0,0,0,7,2,R4,610950
3,134,13,1,0,0,0,7,2,R4,566000
3,134,13,1,0,0,0,7,2,R4,0
3,134,13,1,0,0,0,16,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,0
3,134,13,1,0,0,0, -  ,2,R4,600000
3,134,13,1,0,0,0,14,2,R4,600000
3,134,13,1,0,0,0,14,2,R4,0
3,134,13,1,0,0,0,12,2,R4,725000
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,12,2,R4,440000
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,14,2,R4,450000
3,134,13,1,0,0,0,14,2,R4,0
3,134,13,1,0,0,0,14,2,R4,295000
3,134,13,1,0,0,0,14,2,R4,0
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,12,2,R4,0
3,134,13,1,0,0,0,10,2,R4,574000
3,134,13,1,0,0,0,10,2,R4,0
3,134,13,1,0,0,0,10,2,R4,0
3,134,13,1,0,0,0,10,2,R4,0
3,134,14,2,2,1426,2250,97,2,S9,150000
3,134,14,3,1,1600,6715,118,2,S3,0
3,134,14,6,1,2033,2000,1,2,S5,0
3,134,15,1,0,0,0,22,2,R1,0
3,134,15,1,0,0,0,17,2,R1,0
3,134,15,1,0,0,0,107,2,R1,0
3,134,15,1,0,0,0,107,2,R1,0
3,134,15,1,0,0,0,21,2,R1,0
3,134,15,1,0,0,0,118,2,R1,300000
3,134,15,1,0,0,0,118,2,R1,353535
3,134,15,1,0,0,0,118,2,R1,0
3,134,15,1,0,0,0,11,2,R1,753505
3,134,15,1,0,0,0,11,2,R1,800000
3,134,15,1,0,0,0,11,2,R1,527062
3,134,15,1,0,0,0,11,2,R1,661862
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,15,1,0,0,0,13,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0,10,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,983500
3,134,15,1,0,0,0,20,2,R1,0
3,134,15,1,0,0,0,20,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,15,1,0,0,0,13,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,570000
3,134,15,1,0,0,0,22,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,15,1,0,0,0,18,2,R1,0
3,134,15,1,0,0,0,18,2,R1,950000
3,134,15,1,0,0,0, -  ,2,R1,680000
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,650000
3,134,15,1,0,0,0,15,2,R1,0
3,134,15,1,0,0,0,15,2,R1,499000
3,134,15,1,0,0,0,4,2,R1,0
3,134,15,1,0,0,0,4,2,R1,0
3,134,15,1,0,0,0, -  ,2,R1,0
3,134,16,0,1,0,0,10,2,R8,0
3,134,21,3,2,2400,7632,107,4,O8,0
3,134,22,0,1,400,400,97,4,K1,100000
3,134,27,0,1,6773,3800,44,4,F5,11150000
3,134,27,0,1,15500,16125,87,4,F9,0
3,134,29,0,0,7500,0, -  ,4,G7,0
3,134,31,0,0,3929,0, -  ,4,V1,0
3,134,37,0,1,7600,11900,16,4,M1,7800000
3,134,44,0,0,0,0,7,4,RG,0
3,134,46,0,0,0,0,3,4,RK,0
3,134,46,0,0,0,0,7,4,RK,325000
3,134,46,0,0,0,0,7,4,RK,2059923
3,134,46,0,0,0,0,7,4,RK,0
3,134,46,0,0,0,0,7,4,RK,0
3,134,46,0,0,0,0,7,4,RK,350000
3,134,47,0,0,0,0,6,4,RS,25000
3,135,01,1,1,2500,5800,49,1,S1,0
3,135,01,1,1,2500,5118,92,1,S1,2559999
3,135,01,1,0,2500,1152,97,1,A5,2900000
3,135,01,1,0,1650,2114,107,1,A9,0
3,135,01,1,0,2200,1608,118,1,A9,1315000
3,135,01,1,0,1013,1800,116,1,A5,1999000
3,135,01,1,0,1500,1500,118,1,A9,1425000
3,135,01,1,0,1500,2520,97,1,A5,0
3,135,01,1,0,2500,1400,107,1,A9,0
3,135,01,1,1,1250,1408,87,1,S1,2100000
3,135,01,1,0,750,1080,107,1,A9,1194000
3,135,01,1,0,750,1080,107,1,A9,1295000
3,135,01,1,0,750,1080,107,1,A9,1275000
3,135,01,1,1,2000,2200,97,1,S1,2350000
3,135,01,1,0,2350,684,92,1,A2,0
3,135,01,1,0,1775,1598,67,1,A5,325000
3,135,01,1,0,2000,1386,62,1,A9,1200000
3,135,01,1,1,2500,4700,30,1,S1,2000000
3,135,01,1,0,1575,964,87,1,A9,1115000
3,135,02,2,1,1129,3748,86,1,S2,0
3,135,02,2,0,2500,1892,107,1,B2,2125000
3,135,02,2,1,1675,3500,118,1,S2,52784
3,135,02,2,1,1675,3500,118,1,S2,1900000
3,135,02,2,0,1289,1680,107,1,B9,1475000
3,135,02,2,0,1667,1800,107,1,B9,0
3,135,02,2,0,1350,1404,107,1,B9,1425000
3,135,02,2,0,2000,1570,118,1,B9,1650000
3,135,02,2,0,2500,2220,118,1,B9,0
3,135,02,2,0,2500,2220,118,1,B9,1980000
3,135,02,2,0,2500,2220,118,1,B9,0
3,135,02,2,1,1250,1448,107,1,S2,1450000
3,135,02,2,1,978,2016,87,1,S2,0
3,135,02,2,1,978,2016,87,1,S2,511000
3,135,02,2,0,2000,2520,116,1,B9,0
3,135,02,2,0,1219,2210,116,1,B2,0
3,135,02,2,0,2500,1656,107,1,B2,0
3,135,02,2,0,1500,1800,116,1,B9,0
3,135,02,2,0,2200,1800,116,1,B9,0
3,135,02,2,0,2005,1644,116,1,B9,1575000
3,135,02,2,0,990,1620,116,1,B1,1856210
3,135,02,2,0,908,1296,116,1,B9,0
3,135,02,2,0,908,1296,116,1,B9,0
3,135,02,2,0,908,1296,116,1,B9,1425000
3,135,02,2,1,1173,1500,118,1,S2,0
3,135,02,2,0,1375,1620,116,1,B9,1472074
3,135,02,2,1,1498,2625,116,1,S2,0
3,135,02,2,1,1498,3550,116,1,S2,0
3,135,02,2,0,1406,1856,97,1,B9,1465000
3,135,02,2,0,2200,1956,118,1,B9,0
