Rooms,2ype,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
3,2,2,11.2,3073,3,1,1,270,Darebin,-37.702,145.0148,3,21650,592000
2,1,2,11.2,3073,2,1,2,379,Darebin,-37.7108,145.0048,3,21650,611000
2,3,4,11.2,3073,2,1,2,132,Darebin,-37.709,145.0219,3,21650,440000
3,1,4,11.2,3073,3,1,3,620,Darebin,-37.7099,144.9938,3,21650,650000
2,2,2,11.2,3073,2,1,1,159,Darebin,-37.7059,145.0115,3,21650,416000
3,1,5,11.2,3073,3,1,2,492,Darebin,-37.7205,144.9872,3,21650,610000
3,1,2,11.2,3073,3,2,2,634,Darebin,-37.7199,144.9965,3,21650,890000
3,3,4,11.2,3073,3,1,1,0,Darebin,-37.7272,145.0057,3,21650,301000
3,1,2,11.2,3073,2,1,3,560,Darebin,-37.721,144.9885,3,21650,865000
2,3,2,11.2,3073,2,1,1,140,Darebin,-37.7285,145.0242,3,21650,436000
4,1,1,11.2,3073,4,1,2,650,Darebin,-37.7126,145.015,3,21650,650000
2,3,2,11.2,3073,2,1,1,137,Darebin,-37.7241,145.0114,3,21650,432000
3,1,1,11.2,3073,3,1,1,700,Darebin,-37.7125,145.022,3,21650,650000
2,1,2,11.2,3073,2,1,3,821,Darebin,-37.7093,145.0006,3,21650,836000
2,3,2,11.2,3073,2,1,1,184,Darebin,-37.7043,145.0277,3,21650,401000
2,1,1,11.2,3073,2,1,1,608,Darebin,-37.7293,145.0224,3,21650,635000
2,3,2,11.2,3073,2,1,1,168,Darebin,-37.7167,145.0001,3,21650,491000
2,3,2,11.2,3073,2,1,0,207,Darebin,-37.7145,144.9962,3,21650,420000
3,1,4,11.2,3073,3,1,2,564,Darebin,-37.7196,144.9899,3,21650,810000
3,1,2,11.2,3073,3,1,2,457,Darebin,-37.7199,145.0155,3,21650,780000
2,3,2,11.2,3073,2,1,1,135,Darebin,-37.7181,144.9985,3,21650,520000
3,1,1,11.2,3073,3,1,1,754,Darebin,-37.7009,144.999,3,21650,660000
2,1,2,11.2,3073,2,1,2,229,Darebin,-37.71,145.0082,3,21650,555000
2,2,2,11.2,3073,2,1,1,0,Darebin,-37.7091,145.0255,3,21650,350000
3,1,1,11.2,3073,3,2,2,215,Darebin,-37.7257,145.0243,3,21650,540000
3,2,2,11.2,3073,3,2,1,230,Darebin,-37.7077,145.0211,3,21650,678000
3,1,2,11.2,3073,3,1,2,696,Darebin,-37.7223,145.0126,3,21650,812000
3,1,4,11.2,3073,3,1,1,750,Darebin,-37.7107,145.0317,3,21650,682000
2,2,1,11.2,3073,2,1,1,83,Darebin,-37.7171,145.0019,3,21650,380000
1,3,4,11.2,3073,1,1,2,96,Darebin,-37.7175,145.0081,3,21650,350000
4,1,1,11.2,3073,4,2,4,820,Darebin,-37.6945,144.992,3,21650,750000
2,2,2,11.2,3073,2,1,1,96,Darebin,-37.7139,145.0198,3,21650,495000
2,1,2,11.2,3073,2,1,2,455,Darebin,-37.7246,144.9995,3,21650,644000
4,1,2,11.2,3073,4,2,4,864,Darebin,-37.7034,144.9886,3,21650,895500
3,3,2,11.2,3073,3,1,1,359,Darebin,-37.6957,145.0161,3,21650,500000
3,1,2,11.2,3073,3,1,2,756,Darebin,-37.7249,144.9854,3,21650,940000
2,1,2,11.2,3073,2,1,2,0,Darebin,-37.7231,145.0168,3,21650,755000
2,2,2,11.2,3073,2,1,1,120,Darebin,-37.7239,145.0083,3,21650,568000
2,3,1,11.2,3073,2,1,1,102,Darebin,-37.7064,145.0264,3,21650,350000
2,3,2,11.2,3073,2,1,1,0,Darebin,-37.703,145.0201,3,21650,452000
2,3,4,11.2,3073,2,1,1,0,Darebin,-37.7112,144.9989,3,21650,335000
3,1,2,11.2,3073,3,1,3,620,Darebin,-37.7293,145.032,3,21650,585000
2,3,1,11.2,3073,2,1,1,139,Darebin,-37.7327,145.0347,3,21650,360000
2,3,1,11.2,3073,2,1,1,220,Darebin,-37.7327,145.0347,3,21650,380000
3,1,2,11.2,3073,3,1,2,592,Darebin,-37.728,145.0352,3,21650,546000
3,3,1,11.2,3073,3,1,1,172,Darebin,-37.7092,145.0274,3,21650,400000
4,1,2,11.2,3073,4,2,4,601,Darebin,-37.7176,145.0058,3,21650,1700000
3,1,2,11.2,3073,3,2,1,215,Darebin,-37.7094,145.0204,3,21650,592500
3,1,2,11.2,3073,1,1,1,509,Darebin,-37.7261,144.9983,3,21650,830000
2,3,2,11.2,3073,2,1,1,132,Darebin,-37.708,145.0223,3,21650,360000
3,1,1,11.2,3073,2,1,1,644,Darebin,-37.713,145.0137,3,21650,655000
3,1,2,11.2,3073,3,1,1,250,Darebin,-37.6974,145.0213,3,21650,410000
2,1,4,11.2,3073,2,1,1,931,Darebin,-37.7033,145.0169,3,21650,836000
2,1,4,11.2,3073,2,2,2,654,Darebin,-37.7134,145.0235,3,21650,635000
4,1,2,11.2,3073,4,2,3,525,Darebin,-37.7029,145.0324,3,21650,811000
2,1,1,11.2,3073,2,1,1,750,Darebin,-37.7092,144.9933,3,21650,650000
3,1,2,11.2,3073,3,1,2,551,Darebin,-37.7214,145.0241,3,21650,765000
2,3,4,11.2,3073,2,1,2,132,Darebin,-37.709,145.0219,3,21650,440000
3,1,4,11.2,3073,3,2,2,251,Darebin,-37.7255,145.0088,3,21650,715000
4,1,4,11.2,3073,4,2,2,578,Darebin,-37.7064,145.0321,3,21650,670000
2,3,2,11.2,3073,2,1,1,104,Darebin,-37.7104,145.0076,3,21650,376000
2,3,2,11.2,3073,2,1,1,0,Darebin,-37.7093,145.0084,3,21650,323000
3,1,2,11.2,3073,3,1,4,527,Darebin,-37.6983,144.9941,3,21650,680000
2,2,2,11.2,3073,2,1,1,0,Darebin,-37.7141,145.0047,3,21650,530000
4,1,2,11.2,3073,4,3,1,595,Darebin,-37.7283,145.0072,3,21650,786000
2,3,5,11.2,3073,2,1,1,122,Darebin,-37.7261,144.9961,3,21650,390000
3,1,2,11.2,3073,3,1,2,468,Darebin,-37.7184,144.9962,3,21650,650000
3,1,2,11.2,3073,3,1,2,496,Darebin,-37.7156,144.9825,3,21650,540000
3,1,2,11.2,3073,3,1,1,497,Darebin,-37.7096,145.0036,3,21650,685000
3,1,4,11.2,3073,3,2,3,574,Darebin,-37.722,144.9922,3,21650,800000
3,1,2,11.2,3073,3,1,2,671,Darebin,-37.7187,145.0127,3,21650,830000
2,3,1,11.2,3073,2,1,1,90,Darebin,-37.7295,145.0243,3,21650,330000
3,1,2,11.2,3073,3,1,1,474,Darebin,-37.7086,144.9919,3,21650,539000
3,1,2,11.2,3073,3,1,1,456,Darebin,-37.7038,145.0281,3,21650,622500
4,1,2,11.2,3073,3,2,2,834,Darebin,-37.704,145.0299,3,21650,767500
3,1,1,11.2,3073,3,1,2,464,Darebin,-37.7245,145.004,3,21650,780000
3,1,2,11.2,3073,3,2,1,618,Darebin,-37.6989,145.0212,3,21650,668000
4,1,2,11.2,3073,4,2,4,748,Darebin,-37.7247,145.0096,3,21650,1215000
3,1,2,11.2,3073,3,1,2,744,Darebin,-37.7285,144.9961,3,21650,1120000
3,3,2,11.2,3073,3,1,2,159,Darebin,-37.7277,145.0248,3,21650,470000
3,1,1,11.2,3073,3,1,1,858,Darebin,-37.7075,145.0136,3,21650,800000
2,1,1,11.2,3073,2,1,6,1041,Darebin,-37.7152,144.997,3,21650,1700000
3,1,2,11.2,3073,3,2,2,456,Darebin,-37.7061,145.0308,3,21650,655000
3,1,2,11.2,3073,3,1,2,518,Darebin,-37.7303,145.0171,3,21650,885000
2,1,2,11.2,3073,2,1,2,268,Darebin,-37.7113,145.0224,3,21650,510000
2,3,4,11.2,3073,2,1,1,183,Darebin,-37.7078,145.033,3,21650,440000
3,1,2,11.2,3073,3,2,1,597,Darebin,-37.7066,145.0203,3,21650,703000
2,3,2,11.2,3073,2,1,1,141,Darebin,-37.7149,145.0009,3,21650,424000
4,1,2,11.2,3073,4,1,2,747,Darebin,-37.7054,145.0137,3,21650,750000
3,1,2,11.2,3073,3,1,2,745,Darebin,-37.7007,144.9815,3,21650,613000
3,1,2,11.2,3073,3,1,2,945,Darebin,-37.7027,145.0001,3,21650,779000
2,2,2,11.2,3073,2,1,1,145,Darebin,-37.7284,145.0361,3,21650,425000
5,1,2,11.2,3073,4,3,1,961,Darebin,-37.7024,144.984,3,21650,791000
3,1,2,11.2,3073,3,1,1,535,Darebin,-37.692,144.9781,3,21650,475000
3,1,2,11.2,3073,3,2,2,565,Darebin,-37.7196,144.997,3,21650,950000
2,3,2,11.2,3073,2,1,1,0,Darebin,-37.703,145.014,3,21650,352000
4,1,1,11.2,3073,4,1,2,770,Darebin,-37.6981,144.9989,3,21650,730000
2,1,2,11.2,3073,2,1,3,720,Darebin,-37.7076,145.017,3,21650,791000
3,1,2,11.2,3073,3,1,2,950,Darebin,-37.7022,145.0078,3,21650,905000
2,3,2,11.2,3073,2,2,1,145,Darebin,-37.7053,145.0173,3,21650,480000
3,1,2,11.2,3073,3,1,2,561,Darebin,-37.7098,145.0031,3,21650,767000
3,1,2,11.2,3073,3,1,3,614,Darebin,-37.7276,144.989,3,21650,871000
3,3,5,11.2,3073,3,1,2,179,Darebin,-37.7108,145.0289,3,21650,450000
3,1,2,11.2,3073,3,2,1,527,Darebin,-37.7238,144.9964,3,21650,921500
2,2,2,11.2,3073,3,1,1,126,Darebin,-37.7186,145.0166,3,21650,490000
3,1,2,11.2,3073,3,1,1,563,Darebin,-37.7258,145.0129,3,21650,787000
2,3,5,11.2,3073,2,1,1,0,Darebin,-37.7112,144.9989,3,21650,300000
2,3,2,11.2,3073,2,1,1,0,Darebin,-37.7112,144.9989,3,21650,335000
3,1,2,11.2,3073,3,1,2,654,Darebin,-37.7229,145.0225,3,21650,670500
5,1,2,11.2,3073,5,2,1,578,Darebin,-37.7061,145.0147,3,21650,1050000
3,3,4,11.2,3073,3,1,2,521,Darebin,-37.7097,144.9912,3,21650,475000
2,3,4,11.2,3073,2,1,1,153,Darebin,-37.7098,145.0211,3,21650,440000
3,1,2,11.2,3073,3,1,1,0,Darebin,-37.7217,144.9954,3,21650,851500
2,1,2,11.2,3073,2,1,0,452,Darebin,-37.7271,145.0009,3,21650,623500
4,1,1,11.2,3073,4,1,4,791,Darebin,-37.7001,144.9936,3,21650,830000
3,1,2,11.2,3073,3,1,2,41400,Darebin,-37.7104,145.0257,3,21650,572000
3,1,2,11.2,3073,3,2,2,0,Darebin,-37.7208,145.0148,3,21650,600000
3,1,5,11.2,3073,2,2,2,185,Darebin,-37.7211,145.0147,3,21650,450000
2,3,2,11.2,3073,3,1,2,284,Darebin,-37.705,145.0152,3,21650,525000
3,1,2,11.2,3073,3,2,2,803,Darebin,-37.7086,145.0313,3,21650,692500
4,1,2,11.2,3073,4,2,2,1090,Darebin,-37.7243,145.0014,3,21650,790000
3,1,2,11.2,3073,3,1,1,719,Darebin,-37.709,145.0015,3,21650,785000
2,1,4,11.2,3073,2,1,1,714,Darebin,-37.726,144.9858,3,21650,840000
5,1,2,11.2,3073,5,3,4,922,Darebin,-37.6961,144.9865,3,21650,925000
3,1,2,11.2,3073,3,1,1,621,Darebin,-37.7195,145.0074,3,21650,700000
4,1,2,11.2,3073,3,1,2,771,Darebin,-37.705,145.0035,3,21650,801000
1,3,2,11.2,3073,2,1,1,0,Darebin,-37.7111,144.9919,3,21650,216000
1,3,2,11.2,3073,1,1,1,0,Darebin,-37.7111,144.9919,3,21650,220000
3,1,2,11.2,3073,3,1,2,569,Darebin,-37.7313,145.0224,3,21650,866000
2,3,5,11.2,3073,2,1,1,151,Darebin,-37.7126,144.99,3,21650,340000
2,1,2,11.2,3073,2,1,1,425,Darebin,-37.7047,145.0252,3,21650,500250
1,1,4,11.2,3073,1,1,1,94,Darebin,-37.7186,145.011,3,21650,395000
3,1,2,11.2,3073,3,2,3,486,Darebin,-37.7164,145.0048,3,21650,810000
2,1,2,11.2,3073,2,1,1,585,Darebin,-37.719,144.9972,3,21650,790000
2,3,2,11.2,3073,2,1,1,111,Darebin,-37.7128,145.0075,3,21650,465000
3,1,2,11.2,3073,3,1,2,460,Darebin,-37.6917,144.9755,3,21650,601000
2,1,2,11.2,3073,2,1,1,0,Darebin,-37.7106,145.0138,3,21650,772000
2,1,2,11.2,3073,2,1,2,631,Darebin,-37.7211,145.0195,3,21650,968000
3,1,2,11.2,3073,3,1,1,696,Darebin,-37.7218,145.015,3,21650,928000
2,3,2,11.2,3073,2,1,1,87,Darebin,-37.7174,145.0016,3,21650,300000
2,2,5,11.2,3073,2,1,2,153,Darebin,-37.702,145.0324,3,21650,420000
4,1,2,11.2,3073,4,2,3,936,Darebin,-37.7021,145.0178,3,21650,885000
2,3,1,11.2,3073,2,1,1,82,Darebin,-37.6983,145.0104,3,21650,240000
3,1,2,11.2,3073,3,1,2,550,Darebin,-37.7208,144.9887,3,21650,815000
3,1,2,11.2,3073,3,2,2,681,Darebin,-37.7217,145.0163,3,21650,882500
3,1,2,11.2,3073,3,1,2,589,Darebin,-37.7195,144.9982,3,21650,793000
3,1,1,11.2,3073,3,2,2,260,Darebin,-37.7106,145.0225,3,21650,550000
2,3,2,11.2,3073,2,1,2,115,Darebin,-37.7156,144.9977,3,21650,477000
2,3,2,11.2,3073,2,1,1,236,Darebin,-37.6984,144.9997,3,21650,433000
3,3,2,11.2,3073,3,1,2,855,Darebin,-37.7328,145.0348,3,21650,672000
2,1,2,11.2,3073,2,1,1,750,Darebin,-37.7089,145.0192,3,21650,680000
3,1,2,11.2,3073,3,1,2,604,Darebin,-37.723,145.0024,3,21650,751000
3,1,2,11.2,3073,3,1,1,826,Darebin,-37.7013,145.0244,3,21650,851000
3,1,2,11.2,3073,3,1,2,480,Darebin,-37.7265,144.9918,3,21650,777000
4,1,2,11.2,3073,4,3,4,695,Darebin,-37.7264,145.0198,3,21650,1162000
3,1,4,11.2,3073,3,1,2,653,Darebin,-37.7108,145.0156,3,21650,620000
3,1,2,11.2,3073,3,1,4,670,Darebin,-37.7242,145.0154,3,21650,1025000
3,1,2,11.2,3073,3,1,2,677,Darebin,-37.7101,144.9999,3,21650,762500
3,1,2,11.2,3073,3,1,2,496,Darebin,-37.7263,145.0003,3,21650,832000
5,1,4,11.2,3073,5,2,2,737,Darebin,-37.7306,145.0242,3,21650,820000
3,1,2,11.2,3073,3,1,2,602,Darebin,-37.7115,145.0009,3,21650,784000
4,1,4,11.2,3073,4,1,2,895,Darebin,-37.7285,144.9964,3,21650,1186000
3,1,2,11.2,3073,3,1,1,467,Darebin,-37.7219,144.9892,3,21650,665000
2,3,2,11.2,3073,2,1,1,121,Darebin,-37.7146,145.001,3,21650,405000
2,3,2,11.2,3073,2,1,1,139,Darebin,-37.7175,145,3,21650,431000
4,1,2,11.2,3073,4,2,2,508,Darebin,-37.7129,145.0047,3,21650,885000
3,1,2,11.2,3073,3,1,6,807,Darebin,-37.704,144.9864,3,21650,718500
5,1,2,11.2,3073,3,2,2,548,Darebin,-37.7099,145.0333,3,21650,762500
3,1,2,11.2,3073,2,3,6,957,Darebin,-37.7012,145.0069,3,21650,737000
3,1,2,11.2,3073,3,2,2,279,Darebin,-37.7192,144.9971,3,21650,810000
2,1,2,11.2,3073,3,1,2,383,Darebin,-37.7103,145.0037,3,21650,610000
2,3,2,11.2,3073,2,1,1,152,Darebin,-37.7173,144.9976,3,21650,430000
2,1,5,11.2,3073,2,1,2,637,Darebin,-37.7207,145.0196,3,21650,730000
4,1,2,11.2,3073,4,1,2,561,Darebin,-37.697,144.9989,3,21650,680000
3,1,2,11.2,3073,3,1,1,437,Darebin,-37.7291,145.021,3,21650,705000
3,1,2,11.2,3073,3,1,3,513,Darebin,-37.7243,144.9883,3,21650,705000
2,3,4,11.2,3073,2,1,1,133,Darebin,-37.6983,144.9998,3,21650,390000
2,1,2,2.6,3121,2,1,1,125,Yarra,-37.8106,144.994,3,14949,937000
3,1,2,2.6,3121,2,1,0,203,Yarra,-37.8166,144.9945,3,14949,1260000
3,2,2,2.6,3121,3,2,1,675,Yarra,-37.8206,145.0003,3,14949,1236000
2,3,1,2.6,3121,2,2,1,656,Yarra,-37.8195,145.0103,3,14949,540000
2,3,2,2.6,3121,2,1,2,0,Yarra,-37.8164,145.0136,3,14949,795250
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.824,144.9918,3,14949,582000
1,3,4,2.6,3121,1,1,1,0,Yarra,-37.8226,145.013,3,14949,500000
3,1,2,2.6,3121,3,2,1,115,Yarra,-37.8163,144.9984,3,14949,1600000
3,1,1,2.6,3121,3,2,2,345,Yarra,-37.8159,144.994,3,14949,2180000
1,3,2,2.6,3121,1,1,1,502,Yarra,-37.8214,144.9997,3,14949,370000
4,1,2,2.6,3121,4,2,2,319,Yarra,-37.8244,145.0044,3,14949,3335000
2,1,2,2.6,3121,2,1,1,67,Yarra,-37.8159,145.0033,3,14949,935000
3,1,2,2.6,3121,3,2,0,194,Yarra,-37.8265,145.0022,3,14949,1102000
1,3,4,2.6,3121,1,1,1,778,Yarra,-37.8177,144.9972,3,14949,437500
1,3,4,2.6,3121,1,1,1,8223,Yarra,-37.8127,145.0094,3,14949,421000
2,3,2,2.6,3121,2,1,1,534,Yarra,-37.8123,145.0081,3,14949,479000
5,1,4,2.6,3121,5,3,3,618,Yarra,-37.8157,145.0073,3,14949,3200000
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.8258,145.0057,3,14949,479000
2,1,2,2.6,3121,2,1,1,80,Yarra,-37.8126,145.004,3,14949,1042500
2,3,1,2.6,3121,2,1,1,1725,Yarra,-37.8174,144.9949,3,14949,655000
2,1,2,2.6,3121,2,2,3,114,Yarra,-37.8212,145.005,3,14949,1130000
2,3,2,2.6,3121,2,1,1,2571,Yarra,-37.8198,145.005,3,14949,561000
2,3,2,2.6,3121,2,2,1,2740,Yarra,-37.8231,144.9906,3,14949,635000
3,1,1,2.6,3121,3,1,1,199,Yarra,-37.8193,144.9993,3,14949,1010000
2,1,2,2.6,3121,2,1,1,169,Yarra,-37.8235,145.0035,3,14949,1025000
2,1,2,2.6,3121,2,1,1,167,Yarra,-37.8255,145.0013,3,14949,1102000
2,3,4,2.6,3121,2,1,2,0,Yarra,-37.815,145.0089,3,14949,550000
3,1,2,2.6,3121,3,2,1,78,Yarra,-37.8154,145.0061,3,14949,1152500
4,1,2,2.6,3121,4,2,2,58,Yarra,-37.817,145.0135,3,14949,1375000
3,1,2,2.6,3121,3,1,0,339,Yarra,-37.8215,145.0102,3,14949,1422000
2,1,2,2.6,3121,2,2,1,220,Yarra,-37.8284,144.9989,3,14949,1506000
3,1,1,2.6,3121,3,1,2,332,Yarra,-37.8131,145.005,3,14949,1350000
3,1,2,2.6,3121,3,1,3,283,Yarra,-37.8127,145.0073,3,14949,1090000
1,3,1,2.6,3121,1,1,1,7455,Yarra,-37.822,145.0104,3,14949,405000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.8127,145.0094,3,14949,327000
3,1,4,2.6,3121,3,1,0,238,Yarra,-37.8167,144.9977,3,14949,1474000
3,1,2,2.6,3121,3,1,0,250,Yarra,-37.8167,144.9978,3,14949,1555000
1,3,5,2.6,3121,1,1,1,0,Yarra,-37.8198,145.005,3,14949,500000
2,3,2,2.6,3121,2,2,2,0,Yarra,-37.8187,145.0079,3,14949,815000
1,3,2,2.6,3121,1,1,0,0,Yarra,-37.8211,144.9955,3,14949,345000
1,3,1,2.6,3121,1,1,1,8223,Yarra,-37.8127,145.0094,3,14949,345000
3,1,1,2.6,3121,3,1,2,204,Yarra,-37.8285,145.0022,3,14949,1275000
3,1,5,2.6,3121,3,1,0,176,Yarra,-37.8116,145.0042,3,14949,1150000
4,1,5,2.6,3121,4,1,0,254,Yarra,-37.8201,144.9898,3,14949,950000
2,1,1,2.6,3121,2,1,1,0,Yarra,-37.8231,144.9906,3,14949,270000
1,3,4,2.6,3121,1,1,1,3516,Yarra,-37.8183,144.9979,3,14949,439000
2,3,2,2.6,3121,2,1,2,0,Yarra,-37.8333,144.998,3,14949,695000
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.8198,144.996,3,14949,512000
2,2,2,2.6,3121,2,1,1,92,Yarra,-37.815,145.008,3,14949,855000
2,3,2,2.6,3121,3,2,2,0,Yarra,-37.8198,145.005,3,14949,1040000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.8214,144.9896,3,14949,342000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.8231,144.9906,3,14949,681000
2,1,1,2.6,3121,2,1,0,95,Yarra,-37.8193,144.9976,3,14949,900000
3,1,2,2.6,3121,3,2,1,120,Yarra,-37.8243,145.0034,3,14949,1250000
2,1,2,2.6,3121,2,1,1,117,Yarra,-37.812,144.9939,3,14949,990000
2,1,2,2.6,3121,2,1,0,158,Yarra,-37.8232,145.0002,3,14949,1189000
2,1,2,2.6,3121,2,1,1,166,Yarra,-37.8245,144.9933,3,14949,1220000
2,1,2,2.6,3121,2,1,1,80,Yarra,-37.8213,145.005,3,14949,1220000
3,1,2,2.6,3121,3,1,0,162,Yarra,-37.8241,145.0015,3,14949,1100000
3,1,2,2.6,3121,3,1,0,187,Yarra,-37.8169,144.996,3,14949,1346000
2,3,1,2.6,3121,2,1,1,0,Yarra,-37.8173,144.9965,3,14949,450000
2,1,2,2.6,3121,2,1,0,178,Yarra,-37.8289,144.9992,3,14949,1340000
2,1,2,2.6,3121,2,1,0,196,Yarra,-37.8254,145,3,14949,1421000
3,1,2,2.6,3121,3,1,0,245,Yarra,-37.8138,144.9921,3,14949,1074000
3,1,2,2.6,3121,3,1,0,164,Yarra,-37.8198,144.9979,3,14949,1205000
2,2,2,2.6,3121,2,2,2,153,Yarra,-37.8209,145.0055,3,14949,1430000
3,1,2,2.6,3121,3,2,2,233,Yarra,-37.8122,144.9937,3,14949,1465000
2,3,4,2.6,3121,2,1,1,0,Yarra,-37.812,145.0029,3,14949,391000
2,1,2,2.6,3121,2,1,0,108,Yarra,-37.8251,144.9959,3,14949,1035000
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.8236,145.009,3,14949,530000
2,2,2,2.6,3121,2,1,1,97,Yarra,-37.814,145.002,3,14949,930000
3,1,2,2.6,3121,3,1,1,199,Yarra,-37.8139,145.0039,3,14949,1182000
2,1,1,2.6,3121,2,1,1,151,Yarra,-37.8171,145.009,3,14949,777500
3,1,2,2.6,3121,3,2,2,129,Yarra,-37.824,145.0052,3,14949,1115000
3,3,4,2.6,3121,3,2,1,0,Yarra,-37.8331,144.9975,3,14949,760000
2,3,4,2.6,3121,2,1,2,0,Yarra,-37.8173,144.9965,3,14949,640000
3,1,1,2.6,3121,4,2,2,202,Yarra,-37.8241,144.9934,3,14949,1710000
3,1,2,2.6,3121,3,1,0,198,Yarra,-37.8225,145.0007,3,14949,1420000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.8195,145.0103,3,14949,390000
3,1,2,2.6,3121,3,2,2,389,Yarra,-37.8214,144.9951,3,14949,3020000
3,1,2,2.6,3121,2,1,1,207,Yarra,-37.8215,145.0132,3,14949,1346000
1,3,1,2.6,3121,1,1,1,0,Yarra,-37.8127,145.0094,3,14949,380000
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.823,144.9982,3,14949,680000
2,2,2,2.6,3121,2,1,1,126,Yarra,-37.814,145.006,3,14949,1081000
2,1,2,2.6,3121,2,2,0,74,Yarra,-37.8207,145.0053,3,14949,860000
3,1,2,2.6,3121,3,1,1,410,Yarra,-37.8292,145.0029,3,14949,1820000
2,1,2,2.6,3121,2,1,0,139,Yarra,-37.8118,144.9937,3,14949,905000
2,3,2,2.6,3121,2,2,1,0,Yarra,-37.8231,144.9906,3,14949,691000
3,1,2,2.6,3121,3,3,2,168,Yarra,-37.8126,145.0064,3,14949,1088000
3,2,2,2.6,3121,3,2,1,0,Yarra,-37.8238,145.0072,3,14949,911000
4,1,2,2.6,3121,2,3,1,544,Yarra,-37.8152,144.9922,3,14949,3001000
2,3,2,2.6,3121,2,2,1,0,Yarra,-37.822,145.0104,3,14949,638000
2,1,2,2.6,3121,2,1,0,108,Yarra,-37.8259,145.0089,3,14949,951000
2,1,2,2.6,3121,2,1,2,204,Yarra,-37.821,145.0082,3,14949,912000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.8234,144.9985,3,14949,415000
3,1,2,2.6,3121,4,2,1,133,Yarra,-37.8246,145.0012,3,14949,1285000
2,1,2,2.6,3121,2,1,1,219,Yarra,-37.8203,145.01,3,14949,1220000
3,1,2,2.6,3121,3,3,1,58,Yarra,-37.8139,145.0012,3,14949,900000
3,1,2,2.6,3121,3,1,3,210,Yarra,-37.8247,145.0001,3,14949,1695000
3,1,2,2.6,3121,3,1,1,301,Yarra,-37.8134,145.0055,3,14949,1365000
2,1,2,2.6,3121,2,1,0,158,Yarra,-37.8239,145.0045,3,14949,1088000
3,1,2,2.6,3121,4,1,2,332,Yarra,-37.8232,145.0014,3,14949,1765000
2,1,2,2.6,3121,2,1,2,200,Yarra,-37.8294,145.0029,3,14949,1045000
4,1,2,2.6,3121,4,2,1,263,Yarra,-37.8261,145.0127,3,14949,1591000
1,3,2,2.6,3121,1,1,1,0,Yarra,-37.813,144.993,3,14949,402000
3,1,2,2.6,3121,3,2,1,132,Yarra,-37.822,145.0041,3,14949,1275000
2,1,2,2.6,3121,2,1,0,100,Yarra,-37.8139,145.0042,3,14949,1035000
3,1,5,2.6,3121,3,2,0,194,Yarra,-37.8246,144.9967,3,14949,2000000
3,3,2,2.6,3121,3,2,2,0,Yarra,-37.8128,145.0139,3,14949,931000
3,1,2,2.6,3121,3,1,1,309,Yarra,-37.82,145.0054,3,14949,2640000
2,2,2,2.6,3121,2,2,1,0,Yarra,-37.8145,145.0014,3,14949,842000
4,1,1,2.6,3121,4,2,0,0,Yarra,-37.8206,145.0099,3,14949,1510000
3,1,5,2.6,3121,3,2,1,131,Yarra,-37.8132,144.9929,3,14949,1550000
3,1,2,2.6,3121,3,2,1,157,Yarra,-37.8225,145.0029,3,14949,1456000
2,1,2,2.6,3121,2,1,0,170,Yarra,-37.8226,145.0064,3,14949,1145000
2,2,4,2.6,3121,2,1,1,94,Yarra,-37.8201,144.9927,3,14949,810000
3,1,1,2.6,3121,3,2,1,66,Yarra,-37.8181,145.007,3,14949,1100000
2,1,2,2.6,3121,2,1,2,198,Yarra,-37.8244,145.0046,3,14949,1220000
2,2,2,2.6,3121,2,1,1,0,Yarra,-37.8209,145.0014,3,14949,895000
2,1,2,2.6,3121,2,1,2,292,Yarra,-37.8218,145.0089,3,14949,1430000
2,1,2,2.6,3121,2,1,1,138,Yarra,-37.8218,145.0132,3,14949,1045000
3,1,2,2.6,3121,3,2,1,217,Yarra,-37.8158,144.9931,3,14949,2000000
2,3,2,2.6,3121,2,1,1,0,Yarra,-37.8333,144.998,3,14949,646000
2,3,1,2.6,3121,2,2,1,0,Yarra,-37.8166,145.0036,3,14949,660000
2,1,2,2.6,3121,2,1,1,197,Yarra,-37.8215,145.0054,3,14949,1145000
1,3,1,2.6,3121,1,1,1,0,Yarra,-37.8331,144.9975,3,14949,380000
3,1,2,2.6,3121,3,2,1,123,Yarra,-37.8267,145.0122,3,14949,1285000
4,1,2,2.6,3121,4,1,0,254,Yarra,-37.8201,144.9898,3,14949,905000
2,3,2,2.6,3121,2,2,1,0,Yarra,-37.8128,145.0133,3,14949,750000
2,3,4,2.6,3121,2,2,2,0,Yarra,-37.8189,145.0131,3,14949,604000
4,1,2,2.6,3121,4,2,1,249,Yarra,-37.8147,145.0084,3,14949,1645000
3,3,2,2.6,3121,3,2,1,0,Yarra,-37.833,144.997,3,14949,945000
